"","P09923","P05186","P05187","P10696","A0A2R8YDJ8.1","A0A2R8YDJ8.2","O60729.1","O60729.2","Q16667","P28562","Q05923","Q13115","Q16690","Q9Y6W6","O75319","Q9UNI6","Q6FI36","Q8NEJ0","Q9H596","Q4G0W2","Q9H1R2","Q9NRW4","Q8WTR2","Q9BVJ7","Q68J44","Q9UII6","Q9BV47","Q5VZP5","P51452","Q16828","Q16829","Q99956","Q9BY84","Q13202","O95278","Q93096","Q12974","O75365","A2A3K4","Q8WUK0","O60942","Q8WYL5","Q76I76","Q8TE77","Q8WUJ0","Q9Y6J8","Q13496","Q13613","Q13614","Q9NXD2","A4FU01","Q9C0I1","Q8NCE2","Q13615","Q9NYA4","O95248","Q86WG5","Q9Y217","Q9Y216","Q96EF0","Q96QG7","Q9ULE6.1","Q9ULE6.2","O75061","O14976","P60484","Q9HBL0","Q63HR2","Q68CZ2","P56180","Q6XPS3","P18031","P17706","Q05209","Q99952","Q9Y2R2","Q12923","Q4JDL3","Q15678","Q16825","Q9H3S7","P26045","P29074","P54829","P35236","Q15256","Q06124","Q53XS4","Q6IQ43","P18433.1","P18433.2","P23469.1","P23469.2","P23467","Q9HD43","Q12913","Q16827","A0A087WZU1","P08575.1","P08575.2","Q2HXI4.1","Q2HXI4.2","P10586.1","P10586.2","Q13332.1","Q13332.2","P23470.1","P23470.2","P23471.1","P23471.2","Q5TG12.1","Q5TG12.2","P28827.1","P28827.2","O14522.1","O14522.2","Q92729.1","Q92729.2","Q16849","Q92932","Q92562","Q9Y2H2","Q9NTJ5","O43426","O15056","P24666","Q9NP77","P30304","P30305","P30307","Q99502","O00167","Q99504","A0A0S2Z3Q2","Q05D32","O95476","Q9Y5B0","Q9GZU7","O14595","O15194","Q3ZCQ8","Q8WVY7","Q9BXW7","Q9H0R4","Q9H008","Q96GD0","A6NDG6","P16118","O60825","Q16875","Q16877","P07738","Q6FHU2","P15259","Q8N0Y7","Q96HS1","P57075","Q8TF42","Q9NQ88","P11117","P15309","Q9BZG2","Q9NPH0","Q9UNW1","B7WPL9","A0A087WZV0","Q8TE99","Q9NRX4","Q9H0C8","Q9P0J1","Q9P2J9","O60346","Q6ZVD8","A8MPX8","P35813","O75688","Q8N819","O15297","Q8WY54","P49593","O15355","Q9ULR3","Q5JR12","Q96MI6","Q8N3J5","Q5SGD2","Q8NI37","Q15750","P13686","Q6ZNF0","P62136","P62140","P36873","P67775","P62714","Q08209","P16298","P48454","P60510","P53041","O00743","O14829","O14830","Q8IXW5"
"O60346",0.88697,0.90252,0.8956,0.89727,0.86989,0.84092,0.85598,0.82239,0.86244,0.84051,0.86609,0.86156,0.86401,0.86483,0.87055,0.82766,0.87432,0.85529,0.84842,0.85757,0.86538,0.85545,0.85179,0.86445,0.87023,0.84667,0.87988,0.86036,0.8625,0.8674,0.86923,0.86071,0.86309,0.87574,0.85649,0.84194,0.86089,0.87384,0.86342,0.88085,0.87236,0.8774,0.87492,0.85501,0.88462,0.86098,0.88287,0.86776,0.86105,0.87914,0.87835,0.88855,0.86791,0.89331,0.89209,0.89501,0.89463,0.88407,0.8908,0.87882,0.87798,0.87513,0.88022,0.86176,0.85534,0.85904,0.8398,0.85867,0.85461,0.86958,0.88165,0.85741,0.87787,0.85189,0.88104,0.87295,0.87854,0.87754,0.83697,0.86295,0.88482,0.87565,0.86163,0.8595,0.88198,0.87614,0.88174,0.89372,0.86198,0.85505,0.88965,0.87231,0.86553,0.83859,0.86206,0.88596,0.85551,0.87134,0.82103,0.88694,0.86182,0.87143,0.85633,0.87836,0.84023,0.87436,0.86448,0.85517,0.85932,0.8798,0.86571,0.86796,0.87168,0.87634,0.87008,0.87751,0.86091,0.87723,0.87995,0.87851,0.86966,0.85652,0.84221,0.89579,0.86718,0.87464,0.84554,0.85991,0.85615,0.8608,0.87278,0.86284,0.8855,0.85886,0.86721,0.88126,0.87041,0.86122,0.87427,0.8615,0.86028,0.88485,0.89388,0.87205,0.879,0.86982,0.8665,0.87298,0.84178,0.87539,0.89255,0.85616,0.86185,0.88058,0.85687,0.83453,0.88685,0.86167,0.82739,0.8851,0.88729,0.87872,0.84942,0.88044,0.88995,0.88111,0.88552,0.8583,0.87353,0.8928,0.85994,0,0.62031,0.88624,0.87332,0.89546,0.88628,0.89565,0.80781,0.86138,0.86088,0.89061,0.88879,0.88679,0.87597,0.88687,0.8667,0.88061,0.87426,0.86361,0.87099,0.85763,0.85708,0.86636,0.85674,0.85833,0.86774,0.88658,0.86884,0.89245,0.88279,0.8924,0.8733,0.86668
"Q6ZVD8",0.88293,0.88835,0.87885,0.87812,0.85907,0.8799,0.86173,0.8732,0.86495,0.87148,0.85025,0.87617,0.845,0.87724,0.86317,0.87065,0.88241,0.86519,0.86308,0.85891,0.86273,0.87894,0.81869,0.88156,0.8557,0.87431,0.83929,0.84665,0.87313,0.86915,0.88013,0.86028,0.8534,0.87702,0.86667,0.87697,0.88826,0.87181,0.87289,0.87821,0.88139,0.87098,0.88099,0.87616,0.87036,0.87333,0.87551,0.88263,0.89182,0.86696,0.88329,0.88101,0.87478,0.89335,0.88138,0.87556,0.89532,0.88641,0.87117,0.88835,0.87544,0.87326,0.89278,0.87676,0.88563,0.86689,0.86417,0.87774,0.87287,0.89044,0.87886,0.86262,0.86456,0.88025,0.88894,0.87957,0.85844,0.86161,0.8573,0.88767,0.87879,0.86365,0.89116,0.88296,0.89359,0.8681,0.89485,0.87729,0.88647,0.86809,0.85544,0.88263,0.883,0.87867,0.87689,0.8587,0.87576,0.86425,0.86664,0.90435,0.85129,0.8621,0.85897,0.87383,0.85432,0.85877,0.88632,0.86666,0.8728,0.88066,0.85755,0.87542,0.83582,0.86294,0.82683,0.87887,0.8377,0.88399,0.86125,0.87005,0.88231,0.88271,0.86474,0.87181,0.89139,0.86144,0.84607,0.86759,0.86637,0.87689,0.8897,0.88127,0.84584,0.86836,0.86445,0.87645,0.85344,0.8646,0.85774,0.86702,0.86851,0.87989,0.89021,0.87865,0.88426,0.8884,0.88332,0.86966,0.86174,0.87331,0.87961,0.88498,0.87837,0.88672,0.88849,0.85157,0.89336,0.88807,0.88347,0.87425,0.88145,0.8903,0.89407,0.86839,0.88268,0.8923,0.88231,0.86464,0.89053,0.8856,0.88736,0.62031,0,0.88719,0.87682,0.87992,0.87444,0.88945,0.84806,0.84787,0.89583,0.88956,0.87801,0.86074,0.88606,0.88299,0.87919,0.87017,0.88517,0.87925,0.86576,0.86509,0.86505,0.87414,0.87955,0.86059,0.86409,0.87923,0.8581,0.88944,0.88345,0.88967,0.88662,0.85187
"A8MPX8",0.88205,0.88131,0.89685,0.89266,0.87767,0.88727,0.88134,0.88216,0.88526,0.88437,0.8874,0.89762,0.88155,0.89259,0.88124,0.89021,0.89005,0.87216,0.87992,0.88682,0.8752,0.87382,0.8739,0.88798,0.89326,0.89103,0.8955,0.8986,0.89673,0.8927,0.88834,0.88544,0.89264,0.89023,0.8876,0.89051,0.89577,0.89834,0.89529,0.88984,0.87503,0.88443,0.89064,0.86926,0.86805,0.89108,0.88535,0.86964,0.88705,0.87989,0.89453,0.88276,0.89019,0.86899,0.88973,0.87153,0.89466,0.88383,0.89103,0.89422,0.88156,0.88803,0.89345,0.89389,0.89654,0.86504,0.87954,0.86999,0.89801,0.87913,0.88006,0.87801,0.87194,0.8769,0.88468,0.89197,0.87106,0.8839,0.85563,0.88691,0.88215,0.8915,0.89081,0.89767,0.87998,0.85473,0.88807,0.8885,0.87974,0.88612,0.88884,0.88115,0.90112,0.87942,0.88317,0.87182,0.88928,0.88661,0.87823,0.8768,0.8954,0.88513,0.89497,0.88571,0.90191,0.88616,0.89004,0.89749,0.87934,0.89375,0.88547,0.90031,0.88587,0.88482,0.89332,0.88389,0.88423,0.89603,0.88386,0.88935,0.89015,0.89959,0.89382,0.87333,0.89434,0.87809,0.89438,0.89716,0.86966,0.89292,0.89306,0.89169,0.84702,0.89007,0.88608,0.8978,0.89615,0.8756,0.88975,0.88014,0.8716,0.88244,0.88139,0.88079,0.89627,0.896,0.87373,0.86748,0.88488,0.90019,0.89357,0.89167,0.88408,0.87533,0.88468,0.88438,0.89018,0.88205,0.89162,0.89274,0.85702,0.88249,0.89578,0.88588,0.8829,0.89277,0.89467,0.88613,0.88877,0.8843,0.87284,0.88624,0.88719,0,0.88576,0.89267,0.88586,0.87301,0.8771,0.86952,0.89225,0.89525,0.89274,0.88787,0.89364,0.86333,0.89046,0.88497,0.89372,0.87595,0.88055,0.88982,0.88248,0.88447,0.88678,0.88854,0.87754,0.88339,0.88544,0.89097,0.89681,0.89332,0.8919,0.89171
"P35813",0.89435,0.88714,0.89338,0.90403,0.86626,0.85699,0.85656,0.88123,0.86502,0.84794,0.83625,0.8729,0.89021,0.88276,0.88009,0.88627,0.88918,0.87816,0.88335,0.87389,0.83241,0.84734,0.86615,0.88111,0.88479,0.89163,0.87692,0.88658,0.89577,0.86956,0.87551,0.88521,0.86235,0.86315,0.86748,0.87556,0.87628,0.85862,0.87958,0.88826,0.87967,0.85476,0.85677,0.87684,0.88803,0.88468,0.8782,0.89017,0.88999,0.88367,0.89851,0.89014,0.86423,0.87966,0.88451,0.89923,0.88016,0.88743,0.8869,0.88958,0.89519,0.86988,0.8897,0.85768,0.88849,0.88074,0.87359,0.8698,0.868,0.86924,0.87119,0.88066,0.86741,0.88457,0.86399,0.88792,0.87574,0.86732,0.84787,0.89049,0.8858,0.88396,0.86302,0.88288,0.88305,0.87804,0.88893,0.87108,0.84996,0.88482,0.89152,0.88279,0.86297,0.83905,0.89872,0.88567,0.87508,0.86936,0.88786,0.86675,0.87922,0.86327,0.8748,0.87412,0.87545,0.87359,0.88195,0.89403,0.89505,0.89714,0.88185,0.87332,0.89268,0.87406,0.87082,0.84925,0.8754,0.87265,0.87781,0.87249,0.87606,0.88965,0.87728,0.8522,0.8737,0.88983,0.83618,0.87418,0.86077,0.87901,0.85258,0.84953,0.83672,0.86908,0.8701,0.87062,0.88491,0.85364,0.85573,0.86881,0.88655,0.87531,0.89428,0.88274,0.8813,0.88657,0.87747,0.86695,0.87949,0.88195,0.88157,0.87856,0.87953,0.85661,0.86756,0.88123,0.89299,0.89007,0.87579,0.83611,0.87695,0.88688,0.87849,0.87362,0.86476,0.87053,0.8548,0.86553,0.83501,0.89618,0.86301,0.87332,0.87682,0.88576,0,0.61494,0.76994,0.87875,0.86609,0.8784,0.85369,0.88835,0.87325,0.86572,0.87554,0.88236,0.88604,0.84466,0.87151,0.86149,0.86713,0.85347,0.85945,0.84424,0.85145,0.87838,0.88154,0.87982,0.87837,0.88505,0.85683,0.88654,0.88992,0.83956
"O75688",0.89165,0.88337,0.87893,0.8831,0.86429,0.86587,0.82659,0.88431,0.85283,0.84134,0.8319,0.86326,0.86761,0.8524,0.88871,0.86375,0.87998,0.8724,0.87484,0.87501,0.8758,0.87857,0.87079,0.86487,0.86407,0.86989,0.86534,0.88371,0.88786,0.83999,0.86026,0.84801,0.8623,0.86952,0.85555,0.86788,0.86294,0.86384,0.86747,0.88519,0.86969,0.8712,0.8545,0.88467,0.84128,0.88876,0.87916,0.89478,0.88098,0.86486,0.8926,0.89603,0.86316,0.88247,0.88557,0.88997,0.88852,0.87269,0.89837,0.88389,0.88263,0.88268,0.88653,0.8667,0.87045,0.88038,0.8661,0.86237,0.87634,0.87664,0.8893,0.89143,0.88005,0.87662,0.87273,0.8773,0.88126,0.88433,0.84219,0.8742,0.88799,0.89406,0.89477,0.87644,0.87415,0.86961,0.8643,0.85928,0.85846,0.87678,0.86015,0.85569,0.87959,0.84272,0.8716,0.89369,0.86408,0.87313,0.88599,0.87783,0.87113,0.87845,0.86586,0.88345,0.86362,0.87885,0.86914,0.86059,0.88559,0.86697,0.89818,0.88464,0.86818,0.88625,0.87992,0.88509,0.87747,0.84233,0.87337,0.87627,0.87085,0.89551,0.86569,0.86004,0.85868,0.88179,0.87982,0.87107,0.85169,0.87804,0.87774,0.87634,0.87684,0.87894,0.82349,0.86308,0.84772,0.886,0.88927,0.88695,0.86206,0.87176,0.8871,0.87577,0.8843,0.86439,0.85546,0.82372,0.83148,0.83169,0.82047,0.88434,0.88237,0.88492,0.86791,0.83401,0.87759,0.84859,0.85563,0.89011,0.899,0.87858,0.88636,0.88075,0.88949,0.87327,0.87891,0.87949,0.83108,0.88251,0.88438,0.89546,0.87992,0.89267,0.61494,0,0.63325,0.88401,0.84625,0.85802,0.89001,0.87905,0.88532,0.88942,0.87377,0.83925,0.88315,0.89195,0.86222,0.86317,0.87049,0.87331,0.85765,0.87396,0.87547,0.87502,0.87426,0.85452,0.87837,0.88563,0.85828,0.88159,0.88648,0.86241
"Q8N819",0.86714,0.88146,0.87648,0.86635,0.8668,0.88055,0.85467,0.87351,0.86982,0.86999,0.85269,0.87539,0.85512,0.86546,0.87573,0.86627,0.86842,0.88021,0.85094,0.85491,0.8465,0.87974,0.87084,0.8752,0.87364,0.86439,0.86112,0.87361,0.86341,0.88102,0.86425,0.86666,0.8724,0.87563,0.8404,0.85668,0.86276,0.8658,0.8485,0.86288,0.86276,0.87659,0.88337,0.88645,0.86058,0.86161,0.88513,0.88898,0.8797,0.88268,0.89335,0.8822,0.85634,0.86584,0.88683,0.88867,0.89887,0.88976,0.8661,0.8691,0.87244,0.87499,0.88001,0.85242,0.83563,0.86776,0.87205,0.86485,0.88257,0.87669,0.86452,0.87534,0.86182,0.8671,0.86631,0.87499,0.87681,0.86978,0.89373,0.88014,0.87836,0.87654,0.87542,0.86907,0.89008,0.86929,0.85861,0.86586,0.87844,0.85028,0.87884,0.87462,0.88781,0.87399,0.87948,0.88475,0.86813,0.87813,0.88306,0.8839,0.86768,0.87997,0.86935,0.88402,0.8871,0.87921,0.88295,0.87785,0.8524,0.85809,0.86841,0.86332,0.86937,0.86554,0.86872,0.87154,0.88275,0.87837,0.87647,0.83385,0.89566,0.87846,0.86312,0.88385,0.8826,0.87194,0.85131,0.8434,0.87423,0.86504,0.81943,0.84899,0.81888,0.82928,0.87034,0.8826,0.83901,0.87754,0.87137,0.88089,0.84012,0.87681,0.88115,0.87061,0.8737,0.88183,0.85288,0.87474,0.87582,0.87191,0.88527,0.81736,0.86692,0.87215,0.85919,0.88595,0.88337,0.88885,0.86686,0.85267,0.8849,0.89163,0.89101,0.88409,0.87565,0.89707,0.88196,0.87743,0.87589,0.8809,0.88586,0.88628,0.87444,0.88586,0.76994,0.63325,0,0.88429,0.8401,0.83924,0.88512,0.88916,0.87572,0.88656,0.85448,0.84044,0.86286,0.87312,0.87305,0.868,0.85196,0.87041,0.87586,0.83661,0.84461,0.86154,0.87346,0.87898,0.86757,0.88566,0.86785,0.86452,0.87153,0.86591
"O15297",0.88802,0.88577,0.87708,0.88856,0.87817,0.87614,0.89279,0.89831,0.89508,0.87083,0.88152,0.87726,0.881,0.89832,0.88162,0.88181,0.85766,0.88717,0.88679,0.87715,0.88721,0.86699,0.8888,0.86877,0.87642,0.87676,0.87436,0.89172,0.8708,0.86931,0.87143,0.87715,0.90172,0.88031,0.8758,0.89352,0.87454,0.89233,0.8581,0.87229,0.88414,0.88975,0.8829,0.8628,0.88343,0.87752,0.89313,0.87933,0.88542,0.89699,0.89306,0.87826,0.85071,0.87359,0.86778,0.87139,0.90005,0.88706,0.87321,0.88899,0.85224,0.89577,0.89886,0.87866,0.87574,0.87185,0.8839,0.88909,0.87887,0.87487,0.88259,0.89185,0.87588,0.88303,0.89293,0.8838,0.88856,0.89211,0.8678,0.88331,0.88816,0.9024,0.88041,0.89036,0.88241,0.87252,0.87482,0.8737,0.88626,0.88365,0.8942,0.90432,0.89077,0.88985,0.89495,0.85155,0.8862,0.8929,0.88095,0.89059,0.8825,0.89071,0.86805,0.88804,0.85771,0.87616,0.8896,0.89441,0.8794,0.87933,0.87138,0.90014,0.89422,0.892,0.88683,0.86538,0.88263,0.87894,0.8757,0.89084,0.88989,0.88868,0.88342,0.88801,0.89344,0.88506,0.8769,0.87472,0.88188,0.86454,0.8882,0.89624,0.86741,0.87645,0.87493,0.8693,0.85288,0.87013,0.88898,0.88579,0.85116,0.85538,0.89774,0.87693,0.88657,0.88636,0.87932,0.8846,0.85799,0.87825,0.89855,0.88266,0.88533,0.86627,0.87176,0.85405,0.86215,0.83746,0.88047,0.88748,0.87945,0.8657,0.88289,0.8876,0.89809,0.86158,0.86824,0.88876,0.87507,0.87512,0.88546,0.89565,0.88945,0.87301,0.87875,0.88401,0.88429,0,0.87947,0.89233,0.89059,0.88768,0.89026,0.87618,0.85972,0.87336,0.87347,0.87819,0.88709,0.85812,0.89497,0.87286,0.89309,0.90487,0.90179,0.88511,0.8854,0.87238,0.8881,0.88045,0.87826,0.87556,0.9021,0.87243
"Q8WY54",0.89463,0.8811,0.85898,0.88487,0.86723,0.87387,0.81905,0.84806,0.86751,0.87328,0.8779,0.86776,0.82765,0.8574,0.86902,0.87315,0.85894,0.85439,0.84563,0.86895,0.87067,0.86243,0.88223,0.87538,0.87831,0.89017,0.86427,0.8715,0.88606,0.86197,0.85736,0.87228,0.85524,0.85571,0.87972,0.85061,0.88261,0.87081,0.84954,0.85858,0.87253,0.86054,0.86099,0.87289,0.8835,0.8539,0.8847,0.87948,0.87655,0.87477,0.88539,0.88526,0.8665,0.8858,0.87834,0.87002,0.88954,0.87675,0.87438,0.87301,0.85924,0.87649,0.86209,0.85978,0.88045,0.8386,0.85787,0.86621,0.84562,0.88774,0.8915,0.86696,0.88826,0.88548,0.87052,0.8543,0.89279,0.87966,0.86945,0.88183,0.87384,0.87253,0.85287,0.87143,0.85312,0.88731,0.87858,0.86569,0.87685,0.86904,0.83225,0.8647,0.88532,0.85685,0.87801,0.87937,0.87902,0.86888,0.89413,0.88276,0.85264,0.88803,0.87889,0.8894,0.86284,0.88429,0.87854,0.85707,0.87499,0.88277,0.85429,0.86191,0.87707,0.84593,0.88577,0.84079,0.8453,0.85783,0.87824,0.87139,0.86632,0.87746,0.85899,0.87222,0.87386,0.86987,0.86034,0.85797,0.84461,0.86832,0.8741,0.88176,0.87983,0.8648,0.87504,0.85921,0.8479,0.85051,0.83094,0.83685,0.87449,0.85618,0.86758,0.86392,0.87475,0.82517,0.88034,0.84799,0.85927,0.86303,0.85369,0.86282,0.88425,0.85973,0.87286,0.8734,0.88053,0.88509,0.87385,0.88554,0.87405,0.88175,0.88707,0.86337,0.89892,0.89068,0.87387,0.83545,0.87289,0.89114,0.88901,0.80781,0.84806,0.8771,0.86609,0.84625,0.8401,0.87947,0,0.34376,0.89308,0.88606,0.88129,0.8906,0.85787,0.86979,0.86808,0.87732,0.87037,0.8692,0.87856,0.88225,0.86898,0.88884,0.88891,0.87575,0.8767,0.86224,0.87648,0.85996,0.86842,0.89241,0.89586,0.86784
"P49593",0.87371,0.87319,0.88521,0.88266,0.88484,0.85807,0.83622,0.88842,0.88632,0.85805,0.89025,0.85661,0.85343,0.8609,0.8879,0.85305,0.85024,0.85806,0.86135,0.84693,0.88278,0.86737,0.87963,0.85904,0.87191,0.86108,0.86633,0.87565,0.87051,0.87405,0.86055,0.84476,0.86426,0.87832,0.85481,0.86096,0.8781,0.85359,0.86061,0.86345,0.87222,0.86626,0.86678,0.8749,0.86707,0.84668,0.87827,0.89029,0.88678,0.88368,0.87152,0.88786,0.87284,0.87343,0.89346,0.89597,0.87372,0.89291,0.87823,0.87698,0.88778,0.8926,0.89629,0.84738,0.8483,0.83952,0.86336,0.86398,0.86254,0.86978,0.86657,0.83433,0.87733,0.85283,0.88989,0.88188,0.85819,0.8854,0.88358,0.86402,0.87121,0.87089,0.87356,0.8646,0.86346,0.8919,0.88145,0.88172,0.86736,0.82861,0.86097,0.85793,0.89305,0.88674,0.88059,0.8834,0.89297,0.85986,0.88823,0.88616,0.86476,0.84861,0.8883,0.84798,0.87371,0.86148,0.83333,0.86244,0.87412,0.88805,0.88107,0.86453,0.84107,0.85494,0.84613,0.84461,0.86861,0.8534,0.85577,0.85098,0.901,0.88849,0.86083,0.86559,0.88833,0.85463,0.86246,0.87705,0.85356,0.82505,0.88281,0.88379,0.86855,0.85666,0.85473,0.8748,0.851,0.83746,0.8378,0.83332,0.86469,0.87571,0.87408,0.8904,0.87297,0.8587,0.87673,0.84438,0.84477,0.83537,0.8574,0.87625,0.85031,0.86336,0.87159,0.85716,0.84098,0.86826,0.8744,0.89754,0.84356,0.877,0.87536,0.868,0.88202,0.8831,0.88441,0.83771,0.88198,0.87875,0.86762,0.86138,0.84787,0.86952,0.8784,0.85802,0.83924,0.89233,0.34376,0,0.8711,0.88806,0.88536,0.85889,0.85033,0.80877,0.88332,0.87497,0.87049,0.8783,0.86643,0.85883,0.87003,0.86937,0.87376,0.88667,0.8779,0.88785,0.88731,0.88925,0.86635,0.87452,0.88201,0.87005
"O15355",0.89717,0.8601,0.8865,0.88935,0.89171,0.88212,0.87976,0.8861,0.87206,0.87757,0.89161,0.86801,0.88902,0.88712,0.88503,0.88361,0.88648,0.89072,0.86908,0.88636,0.88087,0.88596,0.87883,0.88411,0.88252,0.85633,0.8733,0.88103,0.88697,0.8878,0.8852,0.88972,0.87238,0.88623,0.87341,0.88817,0.88388,0.89047,0.87737,0.89196,0.88421,0.89782,0.89006,0.8699,0.883,0.86708,0.89508,0.87674,0.90109,0.85521,0.88619,0.88983,0.87704,0.90714,0.89679,0.88688,0.87955,0.89399,0.88768,0.88827,0.89209,0.88964,0.89558,0.88706,0.89444,0.89121,0.89598,0.89136,0.87722,0.88842,0.89529,0.88687,0.88803,0.87692,0.87667,0.874,0.87822,0.88557,0.88206,0.9001,0.87499,0.87195,0.88081,0.88107,0.90032,0.87942,0.87544,0.87291,0.88258,0.88854,0.89393,0.88895,0.88186,0.88648,0.89345,0.87297,0.86593,0.87571,0.88463,0.87646,0.89209,0.89486,0.88945,0.88095,0.88126,0.88769,0.89532,0.88729,0.8716,0.88685,0.88498,0.88748,0.89308,0.89151,0.88123,0.87415,0.88567,0.88547,0.88094,0.8806,0.89002,0.87688,0.88946,0.85749,0.89032,0.89709,0.87035,0.86937,0.88392,0.89111,0.88731,0.88494,0.88678,0.87126,0.87495,0.88334,0.8957,0.89336,0.88007,0.88691,0.87678,0.88058,0.88993,0.89958,0.86766,0.88756,0.86989,0.88402,0.88713,0.89329,0.89146,0.88794,0.88101,0.88729,0.8901,0.87305,0.88306,0.88624,0.88838,0.8947,0.8869,0.89631,0.8851,0.89057,0.87294,0.88671,0.88881,0.88163,0.87981,0.89553,0.90325,0.86088,0.89583,0.89225,0.85369,0.89001,0.88512,0.89059,0.89308,0.8711,0,0.9015,0.89138,0.88066,0.87464,0.88441,0.87502,0.87829,0.88737,0.88721,0.87279,0.884,0.8802,0.89534,0.88907,0.88049,0.86869,0.85971,0.87701,0.86937,0.89691,0.89063,0.87478,0.87724
"Q9ULR3",0.8885,0.89592,0.8763,0.87237,0.88018,0.89868,0.88888,0.8925,0.88313,0.87818,0.88304,0.88704,0.85141,0.88981,0.88251,0.87463,0.89641,0.87828,0.88399,0.89171,0.88231,0.89054,0.89396,0.87639,0.88029,0.84084,0.88508,0.88839,0.89715,0.88556,0.88593,0.87315,0.88293,0.88544,0.87703,0.89998,0.89399,0.89526,0.89272,0.87753,0.86899,0.89467,0.88657,0.90527,0.87251,0.87931,0.89415,0.88114,0.88259,0.89184,0.85071,0.87729,0.88403,0.8854,0.89252,0.89264,0.89608,0.89378,0.88838,0.902,0.89215,0.87116,0.88343,0.89982,0.8874,0.88729,0.87731,0.85805,0.88419,0.88075,0.86064,0.88441,0.88244,0.89106,0.86927,0.88653,0.88541,0.88955,0.87833,0.87567,0.87479,0.88583,0.89464,0.86852,0.87852,0.88839,0.89247,0.8891,0.89608,0.8828,0.89145,0.89563,0.88951,0.89634,0.88426,0.8848,0.86346,0.87075,0.88795,0.88135,0.8685,0.89491,0.87647,0.87681,0.86929,0.89123,0.88624,0.88664,0.87922,0.89458,0.86476,0.89243,0.89602,0.88281,0.88157,0.87962,0.8765,0.86929,0.87507,0.88892,0.86647,0.89839,0.87828,0.89326,0.89855,0.89447,0.89084,0.88814,0.87687,0.87319,0.85113,0.86016,0.86414,0.87988,0.88707,0.88593,0.88572,0.88719,0.88601,0.88103,0.88967,0.87665,0.86992,0.88707,0.88109,0.90346,0.89136,0.90647,0.89331,0.90166,0.88529,0.8745,0.89574,0.8939,0.89848,0.89197,0.88824,0.88542,0.89479,0.85587,0.89373,0.8736,0.88201,0.87735,0.88843,0.87339,0.88427,0.87502,0.88761,0.89484,0.86892,0.89061,0.88956,0.89525,0.88835,0.87905,0.88916,0.88768,0.88606,0.88806,0.9015,0,0.52288,0.68644,0.87717,0.88411,0.88132,0.88932,0.89208,0.88825,0.88029,0.89293,0.87802,0.88965,0.8961,0.89375,0.88059,0.87082,0.89768,0.90036,0.86081,0.87737,0.89173,0.88314
"Q5JR12",0.89948,0.86767,0.89847,0.8881,0.87589,0.89613,0.87419,0.88818,0.89268,0.88435,0.87706,0.88074,0.84527,0.85995,0.8709,0.87436,0.85598,0.88889,0.88433,0.88852,0.88779,0.88347,0.88265,0.87938,0.86741,0.87884,0.87566,0.85843,0.8892,0.87254,0.86028,0.88807,0.86614,0.85068,0.88246,0.8838,0.87899,0.86192,0.89051,0.88766,0.88994,0.88584,0.89705,0.88026,0.86429,0.89623,0.88306,0.88387,0.89368,0.87515,0.87244,0.89246,0.88744,0.88243,0.89687,0.87285,0.88956,0.87405,0.88086,0.88757,0.868,0.86666,0.88612,0.87601,0.874,0.88299,0.89023,0.86168,0.8763,0.88937,0.86385,0.89102,0.8808,0.88676,0.87756,0.88926,0.88992,0.8891,0.89687,0.88133,0.86091,0.88059,0.88853,0.87569,0.88747,0.89574,0.87867,0.86389,0.88999,0.88812,0.87903,0.8666,0.87169,0.87741,0.88519,0.8749,0.88385,0.85144,0.8831,0.88308,0.89217,0.88314,0.88012,0.88289,0.89126,0.88496,0.89404,0.8883,0.88415,0.88286,0.89522,0.8825,0.88707,0.87474,0.89333,0.88762,0.89227,0.89692,0.87768,0.87977,0.89352,0.88375,0.89125,0.88693,0.8693,0.88823,0.89318,0.8856,0.87406,0.87451,0.87361,0.85952,0.88769,0.88882,0.87101,0.88732,0.88658,0.88982,0.86982,0.88522,0.89229,0.87598,0.88497,0.89089,0.89263,0.89214,0.8824,0.88213,0.88386,0.87889,0.89386,0.87652,0.8944,0.87429,0.88834,0.88832,0.87103,0.88312,0.86679,0.88876,0.88984,0.88789,0.88165,0.8879,0.87388,0.89275,0.8832,0.86325,0.8823,0.89292,0.88806,0.88879,0.87801,0.89274,0.87325,0.88532,0.87572,0.89026,0.88129,0.88536,0.89138,0.52288,0,0.65194,0.88881,0.87986,0.87156,0.86852,0.88396,0.88496,0.88578,0.88058,0.88389,0.89112,0.88593,0.87458,0.87106,0.87007,0.87841,0.88423,0.85632,0.86405,0.8961,0.86088
