tr|A0A0A2WD25|A0A0A2WD25_BEABA	tr|A0A0K6LV95|A0A0K6LV95_BACIU	tr|A0A0K6LV95|A0A0K6LV95_BACIU GTP pyrophosphokinase OS=Bacillus subtilis GN=relA PE=3 SV=1 Split=0 	0.0
tr|A0A7V5U0K7|A0A7V5U0K7_UNCCC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.37e-178
tr|A0A7V5VL55|A0A7V5VL55_UNCAM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7V5VUC2|A0A7V5VUC2_UNCCR	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	7.31e-152
tr|A0A7V5Y0C3|A0A7V5Y0C3_UNCW3	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.21e-163
tr|A0A7V5YQU0|A0A7V5YQU0_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7V6CDR5|A0A7V6CDR5_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.10e-156
tr|A0A7V6H3I3|A0A7V6H3I3_9FIRM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.80e-163
tr|A0A7V6M2W3|A0A7V6M2W3_9CLOT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.70e-171
tr|A0A7V6MVS6|A0A7V6MVS6_9FIRM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.27e-172
tr|A0A7V6NJR8|A0A7V6NJR8_9CLOT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.80e-161
tr|A0A7V6PF00|A0A7V6PF00_9HYPH	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.99e-149
tr|A0A7V6PXT3|A0A7V6PXT3_9CLOT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7V6Q4F3|A0A7V6Q4F3_9FIRM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.19e-179
tr|A0A7V6R851|A0A7V6R851_9CLOT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7V6T2F8|A0A7V6T2F8_9CLOT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.74e-160
tr|A0A7V6TG02|A0A7V6TG02_UNCCC	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.31e-159
tr|A0A7V6U882|A0A7V6U882_UNCXX	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.83e-178
tr|A0A7V7BBZ0|A0A7V7BBZ0_9FIRM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.05e-171
tr|A0A7V7BSP8|A0A7V7BSP8_UNCVE	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	7.74e-149
tr|A0A7V7BYZ9|A0A7V7BYZ9_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.30e-162
tr|A0A7V7GSI9|A0A7V7GSI9_9GAMM	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.92e-144
tr|A0A7V7HFA2|A0A7V7HFA2_9BACI	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7V7HV70|A0A7V7HV70_9BACI	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7V7MWE9|A0A7V7MWE9_UNCPS	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3 ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain USA300) GN=recG PE=3 SV=1 Split=0 	1.17e-143
tr|A0A7V7N0T7|A0A7V7N0T7_UNCPS	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.18e-137
tr|A0A7V7WFS6|A0A7V7WFS6_BRUAN	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	5.18e-150
tr|A0A7V7X422|A0A7V7X422_UNCXX	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.62e-165
tr|A0A7V7ZCR6|A0A7V7ZCR6_9BURK	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	8.72e-148
tr|A0A7V8B255|A0A7V8B255_9HYPH	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	1.23e-149
tr|A0A7V8CWE7|A0A7V8CWE7_9CHLR	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.61e-168
tr|A0A7V8DQ74|A0A7V8DQ74_UNCNT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.87e-159
tr|A0A7V8E371|A0A7V8E371_UNCPL	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.37e-152
tr|A0A7V8FFK8|A0A7V8FFK8_STEMA	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.90e-137
tr|A0A7V8FLU6|A0A7V8FLU6_9BURK	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	3.98e-134
tr|A0A7V8FU65|A0A7V8FU65_9BURK	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.46e-142
tr|A0A7V8K6Z9|A0A7V8K6Z9_9GAMM	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	4.27e-137
tr|A0A7V8L592|A0A7V8L592_9GAMM	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.15e-144
tr|A0A7V8LP66|A0A7V8LP66_9MYCO	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	3.49e-126
tr|A0A7V8R4I9|A0A7V8R4I9_9HYPH	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.71e-154
tr|A0A7V8WVK0|A0A7V8WVK0_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.25e-148
tr|A0A7V8XQV6|A0A7V8XQV6_UNCAI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.22e-166
tr|A0A7V9C8I4|A0A7V9C8I4_9ACTN	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	7.45e-157
tr|A0A7V9CCE5|A0A7V9CCE5_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.56e-151
tr|A0A7V9CGE2|A0A7V9CGE2_9BURK	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.64e-144
tr|A0A7V9CPV5|A0A7V9CPV5_UNCAI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.71e-155
tr|A0A7V9D057|A0A7V9D057_9CHLR	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.44e-163
tr|A0A7V9E126|A0A7V9E126_9BURK	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3	tr|A0A0H2XIE8|A0A0H2XIE8_STAA3 ATP-dependent DNA helicase RecG OS=Staphylococcus aureus (strain USA300) GN=recG PE=3 SV=1 Split=0 	1.93e-140
tr|A0A7V9EEV4|A0A7V9EEV4_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	6.44e-155
tr|A0A7V9FID5|A0A7V9FID5_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.22e-152
tr|A0A7V9IB48|A0A7V9IB48_UNCAC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	7.70e-142
tr|A0A7V9IDM1|A0A7V9IDM1_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.12e-150
tr|A0A7V9IK80|A0A7V9IK80_9ACTN	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	7.08e-150
tr|A0A7V9IV16|A0A7V9IV16_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.46e-135
tr|A0A7V9J717|A0A7V9J717_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.60e-159
tr|A0A7V9JDT7|A0A7V9JDT7_9CHLR	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7V9KPM0|A0A7V9KPM0_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	8.99e-151
tr|A0A7V9KZV6|A0A7V9KZV6_UNCAC	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	5.08e-149
tr|A0A7V9NLU1|A0A7V9NLU1_UNCAI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.64e-152
tr|A0A7V9Q9G9|A0A7V9Q9G9_UNCGE	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	3.34e-159
tr|A0A7V9QKD9|A0A7V9QKD9_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.42e-154
tr|A0A7V9R4A6|A0A7V9R4A6_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	1.66e-160
tr|A0A7V9RJQ1|A0A7V9RJQ1_9BURK	tr|D4FJM8|D4FJM8_STAEP	tr|D4FJM8|D4FJM8_STAEP ATP-dependent DNA helicase RecG OS=Staphylococcus epidermidis M23864:W2(grey) GN=recG PE=3 SV=1 Split=0 	1.87e-140
tr|A0A7V9S5T9|A0A7V9S5T9_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	9.18e-146
tr|A0A7V9SEB1|A0A7V9SEB1_9CHLR	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.61e-162
tr|A0A7V9SNL2|A0A7V9SNL2_UNCAC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.90e-164
tr|A0A7V9T910|A0A7V9T910_UNCAC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.39e-154
tr|A0A7V9TL38|A0A7V9TL38_9BACT	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	2.49e-149
tr|A0A7V9U292|A0A7V9U292_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	4.62e-149
tr|A0A7V9VE72|A0A7V9VE72_9CHLR	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.34e-140
tr|A0A7V9YYG6|A0A7V9YYG6_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7W0BZE3|A0A7W0BZE3_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	0.0
tr|A0A7W0GST7|A0A7W0GST7_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.19e-150
tr|A0A7W0GWE1|A0A7W0GWE1_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.88e-153
tr|A0A7W0JA58|A0A7W0JA58_UNCAI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.14e-165
tr|A0A7W0K551|A0A7W0K551_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.69e-163
tr|A0A7W0KIR1|A0A7W0KIR1_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.71e-113
tr|A0A7W0LEX5|A0A7W0LEX5_UNCAI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	9.48e-169
tr|A0A7W0LKZ9|A0A7W0LKZ9_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	5.43e-156
tr|A0A7W0N3T0|A0A7W0N3T0_UNCAC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	7.48e-145
tr|A0A7W0N6P3|A0A7W0N6P3_UNCAI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.62e-148
tr|A0A7W0N6P3|A0A7W0N6P3_UNCAI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.9
tr|A0A7W0P681|A0A7W0P681_UNCAC	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	3.16e-150
tr|A0A7W0PFG1|A0A7W0PFG1_9ACTN	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	3.41e-111
tr|A0A7W0R029|A0A7W0R029_9ACTN	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	3.95e-156
tr|A0A7W0RER2|A0A7W0RER2_9ACTN	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	2.04e-153
tr|A0A7W0SG95|A0A7W0SG95_9ACTN	tr|U1ZD21|U1ZD21_9BACI	tr|U1ZD21|U1ZD21_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. EGD-AK10 GN=recG PE=3 SV=1 Split=0 	4.93e-155
tr|A0A7W0UHX4|A0A7W0UHX4_UNCAC	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.80e-144
tr|A0A7W0UNA4|A0A7W0UNA4_UNCAC	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	3.93e-146
tr|A0A7W0W0U5|A0A7W0W0U5_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	4.60e-155
tr|A0A7W0WM67|A0A7W0WM67_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	6.45e-148
tr|A0A7W1A7K6|A0A7W1A7K6_9CHLR	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	1.30e-166
tr|A0A7W1AE72|A0A7W1AE72_9ACTN	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	6.48e-166
tr|A0A7W1AUJ7|A0A7W1AUJ7_9BACT	tr|L8AHR4|L8AHR4_BACIU	tr|L8AHR4|L8AHR4_BACIU ATP-dependent DNA helicase RecG OS=Bacillus subtilis BEST7613 GN=recG PE=3 SV=1 Split=0 	4.72e-145
tr|A0A7W1BWN8|A0A7W1BWN8_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	2.36e-150
tr|A0A7W1C2T7|A0A7W1C2T7_9BACT	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI	tr|A0A0T6BNV5|A0A0T6BNV5_9BACI ATP-dependent DNA helicase RecG OS=Bacillus glycinifermentans GN=recG PE=3 SV=1 Split=0 	1.06e-159
tr|A0A7W1CM36|A0A7W1CM36_9ACTN	tr|A0A125UI00|A0A125UI00_9BACI	tr|A0A125UI00|A0A125UI00_9BACI ATP-dependent DNA helicase RecG OS=Bacillus sp. LM 4-2 GN=recG PE=3 SV=1 Split=0 	3.15e-150
